"Product ID","Code","Name","Quantity Fix","Pallets Fix","Colis Fix","Base Price Fix","Purchase Price Fix"
"2142","NEW TECH","BASIC GRIS 45/45","68.16 -> 0","1 -> 0","48 -> 0","700 -> 700","660 -> 660"
"417","ROYAL CERAM","BERLIN BEIGE 45/45","5.68 -> 0","0.08 -> 0","4 -> 0","820 -> 819.99975","750 -> 750"
"409","TECHNO CERAM","BOIS DOUGLAS 45/90","279.45 -> 116.64000000000001","4.79 -> 2","230 -> 96","1150 -> 1149.9999","1050 -> 1050"
"442","SEK CERAM","BONE ANTRACITA 30/90","388.8 -> 388.8","6 -> 6","288 -> 288","0 -> 0","6 -> 0"
"633","SEK CERAM","BONE PERLA 30/90","129.6 -> 129.6","2 -> 2","96 -> 95.99999999999999","0 -> 0","1 -> 0"
"89","TIMGAD CERAM","BOSTON BEIGE 45/45","204.48 -> 0","3 -> 0","144 -> 0","740 -> 740.0001","700 -> 700"
"2","NEW TECH","BROOKLYNE GRIS 45/45","5512.44 -> 5248.32","80.88 -> 77","3882 -> 3696","700 -> 699.99996","660 -> 660"
"3553","TECHNO CERAM","CALACATA BRILLANT REC 60/60","2016 -> 1607.04","38.89 -> 31","1400 -> 1116","1030 -> 1030.00045","950 -> 950"
"348","TECHNO CERAM","CALACATA POLI REC 120/60","341.36 -> 350","4.88 -> 5","170.68 -> 175","1280 -> 1280.0004","1200 -> 1200"
"3170","TECHNO CERAM","CALACATA REC 60/60 (2ÉME)","-7.2 -> 0","0 -> 0","0 -> 0","580 -> 580","500 -> 500"
"3260","TECHNO CERAM","CALACATA RELIEFE 45/90 (48C) (M²)","219.78 -> 233.28000000000003","3.77 -> 4","180.89 -> 192","1200 -> 1199.9999","1100 -> 1100"
"473","TECHNO CERAM","CALACATA SATINE REC 60/60","2384.64 -> 2332.7999999999997","46 -> 45","1656 -> 1619.9999999999998","1030 -> 1030.00045","950 -> 950"
"3556","TIMGAD CERAM","CALMA REC 60/60","-523.08 -> 0","0 -> 0","0 -> 0","1000 -> 1000.00044","920 -> 920"
"3324","TIMGAD CERAM","CANNES POLI REC 45/90","1410.615 -> 1360.8000000000002","20.73 -> 20","1161 -> 1120","1500 -> 1500.0006","1400 -> 1400"
"3070","ELVA CERAM","CARLA GRIS REC 60/60 (2ÉME)","51.48 -> 51.839999999999996","0.99 -> 1","35.75 -> 36","580 -> 580.0002","520 -> 520"
"3558","CERAM DECOR","CASTENA CREMA 30/60 (2ÉME)","224.64 -> 224.64","3 -> 3","216 -> 215.99999999999997","0 -> 0","590 -> 0"
"3559","CERAM DECOR","CASTENA LIGHT GRIS 30/60 (2ÉME)","122.4 -> 122.39999999999999","2 -> 2","144 -> 144","0 -> 0","590 -> 0"
"455","ELVA CERAM","CATALANO BEIGE 3D WALL 120/60","349.28 -> 350","4.99 -> 5","174.64 -> 175","1250 -> 1250.00055","1150 -> 1150"
"666","CONFORT CERAM","CATALONIA BEIGE 45/45","136.32 -> 136.32","2 -> 2","96 -> 96","0 -> 0","2 -> 0"
"3252","CERAM DECOR","CATANIA SILVER RELIEFE 45/90 (M²)","58.32 -> 53.46000000000001","1 -> 0.916666666666667","48 -> 44","1150 -> 1149.9999","1050 -> 1050"
"2675","TECHNO CERAM","CELINE MARFIL 30/90","74.52 -> 0","0.96 -> 0","46 -> 0","980 -> 980","900 -> 900"
"3075","TECHNO CERAM","CELINE MARFIL RELIEFE 30/90 (M²)","383.94 -> 388.8","4.94 -> 5","237 -> 240","1030 -> 1030","950 -> 950"
"3165","CERAM DECOR","CHANEL GRIS RELIEFE 30/90 (M²)","5.28 -> 5.28","0.1 -> 0.09523809523809519","4 -> 4","1100 -> 1100","1000 -> 1000"
"83","TECHNO CERAM","CHINA MARBRE POLI REC 90/90","510.3 -> 518.4000000000001","7.88 -> 8","315 -> 320","1650 -> 1649.9998","1550 -> 1550"
"353","SEK CERAM","CIMENT (G+B) 30/60","777.6 -> 777.6","9 -> 9","432 -> 432","0 -> 0","9 -> 0"
"3113","SAM CERAM","CLEAN DECOR 25/75 (2ÉME)","72 -> 72","1 -> 1","48 -> 48","0 -> 0","1 -> 0"
"36","GALA CERAM","COLMAR BLANC REC 60/60","1192.32 -> 1296","23 -> 25","828 -> 900","980 -> 979.99964","920 -> 920"
"27","GALA CERAM","COLMAR MARON REC 60/60","1607.04 -> 1503.36","31 -> 29","1116 -> 1044","980 -> 979.99964","920 -> 920"
"2374","GALA CERAM","CONCRETE BEIGE 45/45","2005.056 -> 2673.408","30 -> 40","1440 -> 1919.9999999999998","830 -> 830.00025","750 -> 750"
"677","CERAM DECOR","COSTA BLANC 25/25","144 -> 144","2 -> 2","192 -> 192","0 -> 0","2 -> 0"
"471","CERAM DECOR","COSTA GRIS 25/25","360 -> 360","5 -> 5","480 -> 480","0 -> 0","5 -> 0"
"1077","TIMGAD CERAM","COSTA WHITE REC 60/60","15091.2 -> 3732.4799999999996","291.11 -> 72","10480 -> 2592","1000 -> 1000.00044","920 -> 920"
"37","TECHNO CERAM","COTTO ROJO TERRE CUITE 45/45","25558.02 -> 1807.9200000000003","438.24 -> 31","21035.41 -> 1488","950 -> 950","850 -> 850"
"405","TIMGAD CERAM","CRAFTER GRIS 45/45","287.98 -> 290.4","4.96 -> 5","238 -> 240","900 -> 900.00002","820 -> 820"
"54","NAF CERAM","DIAMOND GOLD 25/60","2375.25 -> 2376","32.99 -> 33","1583.5 -> 1584","670 -> 670.0002","600 -> 600"
"3112","NAF CERAM","DIAMOND SILVER RELIEFE 25/60 (M²)","106.5 -> 84","1.48 -> 1.16666666666667","71 -> 56","770 -> 770","700 -> 700"
